source,target,weight
AHEFAU,AHEFAU01,1.0
AHEFAU01,CUKXIR,0.9989085793495178
AHEMEG,BAHGUN,1.0
AHEMEG,BAHGUN01,1.0
AHEMEG,BAHGUN04,1.0
AHETAK,BIPXIK,0.9999999403953552
AHETAK,DIWFAT,0.9972895383834839
AHIYOH,AHIYUN,0.9999999403953552
AHIYOH,CIFGOP,0.9977757334709167
AHIYUN,CIFGOP,0.9977757334709167
AHOKIR01,CISMAT01,0.9978308081626892
AHOKIR01,CISMAT,0.9978308081626892
AHOKIR01,CAZLEV,0.9969467520713806
AHONIU,COKJOD,0.9999999403953552
AHONIU,COKJIX,0.9996404051780701
AJABIX,BOBTIW,1.0
AJIJEI01,AJIJEI02,1.0
AJIQIU,BAHNEG,0.4072040021419525
AKECOK,BITCUE,1.0
AKEGON,AKEGUT,0.9974996447563171
AKUHOD,AKUHOD01,1.0
AKUHOD,AKUHOD03,1.0
AKUHOD,ALALUU01,0.9989266395568848
AKUHOD,ALALUU,0.9989266395568848
AKUHOD01,AKUHOD03,1.0
AKUHOD01,ALALUU01,0.9989266395568848
AKUHOD03,ALALUU01,0.9989266395568848
AKUHOD03,ALALUU,0.9989266395568848
ALALUU,ALALUU01,1.0
ALEQIT,BOJYIK01,1.0
ALEQIT,BOJYIK,1.0
ALEQIT,ATIKET,0.9995911717414856
ALIXID,ALIXOJ,0.9997506737709045
ALIXOJ,ALIXUP,0.9999494552612305
ALUJIB,CELDAA,0.9999999403953552
ALUJIB,BUPVIT,0.9999999403953552
ALUKAU,ATIKET,1.0
ALUKIC,ALUKUO,0.9829657673835754
ALUKIC,ALULEZ,0.9999999403953552
ALUKIC,ALULID,0.9999999403953552
ALULEZ,ALULID,0.9999999403953552
AMAFOK,AMAFUQ,1.0
AMAFUQ,AMAGAX,1.0
AMALND,AQMAND,0.9999999403953552
AMALND,AQMAND01,0.9999999403953552
AMIWID,AMIWUP,0.9998192191123962
AMIWID,AMIXAW,0.9996340870857239
AMIWUP,AMIXAW,0.9995911717414856
AMIXAW,AMIXEA,0.9999803900718689
AMIXOK,AVAQAP,0.9999999403953552
AMIXOK,BOJYIK,0.9987543821334839
AMIZAZ,AMIZAZ01,1.0
AMIZAZ,DADVAG04,1.0
AMIZAZ,DADVAG,1.0
AMIZAZ,DADVAG01,1.0
AMIZAZ,DADVAG05,1.0
AMOBEL02,DAXNIA04,1.0
AMODUC,CUXPOB,1.0
AMODUC,CUXQIW,1.0
AMODUC,DAMYOI,0.999731719493866
AMOFAK,CUXQAO,0.9999999403953552
AMOMUM,CAJHUS01,1.0
AMOMUM,CAJHUS02,1.0
AMURUX,AMURUX01,1.0
AMURUX01,AMURUX11,1.0
AMURUX01,AMURUX10,1.0
AMURUX02,AMURUX11,1.0
AMURUX02,AMURUX10,1.0
AMURUX10,AMURUX11,1.0
ANAWAP,ANAWOD,0.9999999403953552
ANAWIX,ANAWOD,0.9999999403953552
ANAYUL,ANAZAS,0.9929474592208862
ANAYUL,BANLUA,1.0
ANUGEW,CATZIJ,0.9985496997833252
ANUGIA,ANUGUM,0.9965804815292358
APAYIB,DIVSUY,0.9999999403953552
APAYIB,APAZAU,0.9999999403953552
APAYUN,APAZOI,1.0
APEBED,BOKQEZ,0.9974996447563171
APEBED,CIFHOQ,0.9974996447563171
AQALUZ,AQAMIO02,0.9997506737709045
AQALUZ,ASALEL,0.9965023994445801
AQAMIO01,CIYZUG,0.5760982036590576
AQAMIO02,BIVXEK,0.9999999403953552
AQAMIO02,ASALEL,0.9977757334709167
AQEQIW,AZIMIH,1.0
AQEQIW,DITXOU,1.0
AQEQIW,CIZQUZ,1.0
AQEQIW,ATAFIK,1.0
AQEQIW,CUKXIR,0.9974996447563171
AQESUK,BORNIG,0.9978995323181152
AQESUK,BORNEC,0.996257483959198
AQIVIF,DANVAQ,1.0
AQIVIF,DANVEU,1.0
AQIVIF,AYABEH,0.9987369775772095
AQIVIF,AQIVOL,0.9983987212181091
AQIVOL,DANVEU,0.9983987212181091
AQOJUL,AQOJUL01,1.0
AQOJUL,DESHOZ,1.0
AQOJUL01,DESHOZ,1.0
AQOLEZ,DANWAS,0.9977757334709167
AQOLEZ,BETGOY,0.9999999403953552
AQOLEZ,BETGUE,0.9999999403953552
AQOLEZ,BETGIS,0.9997506737709045
AQOLID,AQOMEA,0.9999999403953552
AQOLID,BIXVOW,0.9996275901794434
AQUKOO,AQULEF,0.9972895383834839
AQUKOO,AQULOP,0.9997506737709045
ASACAZ,ASACON,0.9974996447563171
ASACAZ,ASACIH,0.9974996447563171
ASACIH,ASACON,1.0
ASEJIT,ASEJOZ01,1.0
ASEJIT,ASEJOZ,1.0
ASEJOZ,ASEJOZ01,1.0
ASEMUG,ASEMUG01,1.0
ASEMUG,AVUYAR,0.9975399971008301
ASEMUG01,AVUYAR,0.9975399971008301
ASIRUR,CUFJUK,0.9972895383834839
ASIRUR,BOPHIZ,0.9970499873161316
ASOHUL,BADJAU,0.9974375367164612
ASUKEE,ASUKEE01,1.0
ASUKEE,CUPHUS,1.0
ASUKEE01,CUPHUS,1.0
ASUQIO03,ASUQIO04,1.0
ASUQIO03,CUNFOH,1.0
ASUQIO03,CETHEQ,1.0
ASUQIO04,CUNFOH,1.0
ASUQIO04,CETHEQ,1.0
ATAFIK,AZIMIH,1.0
ATAFIK,CIZQUZ,1.0
ATEYED,CUMKIG,0.9999999403953552
ATEYUV,AYOZUL,0.9999855160713196
ATEYUV,CAVWII,0.9999803900718689
ATIBIO,ATIBOU,1.0
ATIBIO,DADTOS03,1.0
ATIBIO,DADTOS07,1.0
ATICAH,DADTOS05,1.0
ATICAH,DADTOS03,1.0
ATICAH,DADTOS11,1.0
ATICEL,DADTOS05,1.0
ATICEL,DADTOS03,1.0
ATICEL,DADTOS11,1.0
ATIJUI,AVAQET,0.9994630217552185
ATIKAP,ATIKET,0.999916136264801
ATIKAP,AVAQET,0.9996404051780701
ATIKET,BOJYIK,0.9995911717414856
ATIKET,BOJYIK01,0.9995911717414856
AVAQAP,BOJYIK,0.9987543821334839
AVAQIX,DIWFAT,0.9970499873161316
AVELOD,AVELUJ,0.9999494552612305
AVEROJ,AVESAW,1.0
AVEROJ,AVESIE,1.0
AVEROJ,AVESEA,1.0
AVERUP,AVESIE,1.0
AVERUP,AVESEA,1.0
AVESEA,AVESIE,1.0
AVESOL,AVESUR,0.9962353706359863
AVETUS02,AVEVAA02,1.0
AVEVAA02,AVEVII02,0.9977757334709167
AVIHIY,CAVWOO,0.9999803900718689
AVIHIY,DIGPER,0.9998704195022583
AVIHIY,AVIHOE,0.9996700286865234
AVIHOE,DIGPER,0.9992631673812866
AVIMIC,AVIMUO,0.9974996447563171
AVIVAC,AVIVEG,1.0
AVIVAC,AVIVUW,1.0
AVIVAC,AVIVOQ,1.0
AVIVOQ,AVIVUW,1.0
AVOFUM,COMDOY,0.9990034103393555
AVOFUM,BUKLOJ01,0.9971376657485962
AVUCEA,CIGXIA,0.9996292591094971
AVUFED,AVUFED01,1.0
AVUKUY,AWEYUX,1.0
AVUKUY,AWEZEI,1.0
AVUKUY,AWEZAE,1.0
AVULEJ,AWEZEI,1.0
AVULEJ,AWEZAE,1.0
AVUPIR,AVUPOX,1.0
AWAREV,COMHOC,0.9965804815292358
AWARIZ,AWAROF,1.0
AWEMUL,COQMAX,0.9841392636299133
AWEYAE,CUWNIT,0.9977757334709167
AWEZAE,AWEZEI,1.0
AWIBAL,CUWWOI,0.9987848997116089
AWOJOM,DIXBET01,0.9993817806243896
AWOJOM,DIXBET,0.9993817806243896
AXIGAR,BEXQOL,0.9999999403953552
AXIGAR,DIBXAO,0.9999999403953552
AXIGAR,BASHEJ,0.9999999403953552
AXINIF,DIBQEM,0.9999999403953552
AXOFOJ,AXOFOJ01,1.0
AYABEH,DANVEU,0.9987369775772095
AYONOT,CUFORM,1.0
AYONOT,CUFORD,1.0
AYOREN,BOKQEZ,0.9970499873161316
AYOREN,CIFHOQ,0.9970499873161316
AYOZIZ,CAVWII,0.999916136264801
AYUFIL,DETRAX,0.9971376657485962
AZADUC,AZAFEO,1.0
AZAFEO,AZAFIS,1.0
AZILEA,BUGSOM,0.9991112351417542
AZIMIH,CIZQUZ,1.0
AZIMIH,DITXOU,1.0
AZIVAI,CAYSIE,0.9996275901794434
AZIYIR,CETFOX,0.9999999403953552
AZIYIR,AZIYOX02,0.9999999403953552
AZIYIR,AZIYOX,0.9999999403953552
AZIYOX,AZIYOX02,0.9999999403953552
BABRII,DIBQOW,0.9977757334709167
BABRII,DIBQEM,0.9977757334709167
BADHIA,BADJIC,1.0
BADHIA,BADHUM,1.0
BADHIA,BADJAU,1.0
BADHIA,CAVMUJ02,1.0
BADHUM,BADJIC,1.0
BADHUM,BADJAU,1.0
BADHUM,CAVMUJ02,1.0
BADJAU,BADJIC,1.0
BADZAK,CUZBUW,0.9977757334709167
BADZAK,BUKLOJ01,0.9977757334709167
BAEDTA01,DIBZEV,0.7873436212539673
BAFQOQ,BAFREH,0.997765302658081
BAHGUN,BAHGUN04,1.0
BAHGUN,BAHGUN01,1.0
BAHGUN01,BAHGUN04,1.0
BAHOXH13,BAOXAL02,1.0
BAHOXH13,BAOXAL03,1.0
BAKGEB,BAQXAU,0.9356977343559265
BAKJEE,BOYTEQ,0.7179791927337646
BAKJEE,CANYIB,0.9999999403953552
BAKJEE,BAKJOO,0.9999999403953552
BAKJEE,BAKJII,0.9999999403953552
BAKJII,CANYIB,0.9999999403953552
BAKJII,BAKJOO,0.9999999403953552
BAKJOO,CANYIB,0.9999999403953552
BALFAV02,DAPZAW,0.9976154565811157
BALFAV02,BALFAV03,1.0
BALFAV02,BALFAV04,1.0
BALFAV03,BALFAV04,1.0
BALZEW,BIYHOH,0.9905507564544678
BAMWES,DEJCEB,0.9974996447563171
BAPDAA,COKNUN01,0.9970499873161316
BAQMOW,BAQXOG03,1.0
BAQMOW,BAQXOG,1.0
BAQMOW,BAQXOG01,1.0
BARHUY,BARJAG,0.9891725182533264
BASHAF,BEXRAY,1.0
BASHAF,DANZEX,1.0
BASHEJ,DIBXAO,0.9999999403953552
BASHOT,DIBXAO,0.9996292591094971
BAVYEF,BOPHIZ,0.8137930631637573
BAXFIR,BAXGAK,1.0
BAXFIR,BAXFUD,1.0
BAXFIR,BAXFIR01,1.0
BAXFIR,BAXFIR02,1.0
BAXFIR01,BAXFUD,1.0
BAXFIR02,BAXFUD,1.0
BAYQAU,BAYQAU11,1.0
BAYQAU01,BAYQAU11,1.0
BAYQAU03,BAYQAU09,1.0
BAYQAU03,BAYQAU07,1.0
BAYQAU03,BAYQAU06,1.0
BAYQAU06,BAYQAU07,1.0
BAZBIQ,DEMNOB,0.9982883334159851
BECKOM,BEZKOI,0.6029411554336548
BECRUX01,BECRUX05,1.0
BECRUX01,BECRUX02,1.0
BECRUX01,BECRUX04,1.0
BECRUX01,BECRUX07,1.0
BECRUX02,BECRUX05,1.0
BECRUX02,BECRUX04,1.0
BECRUX02,BECRUX07,1.0
BECRUX04,BECRUX05,1.0
BECRUX04,BECRUX07,1.0
BEFKEF,BEFKEF01,1.0
BEKMOW,BEKNEN,1.0
BELTUJ,CESQUP,0.9977757334709167
BELTUJ,COGNAO,0.9977757334709167
BELYIC,CABQEB,0.9963152408599854
BEPBAB,BEPFIN,0.9993717670440674
BEPMAM,BEPNOB,1.0
BEPMAM,BEPNUH,1.0
BEPMAM,BEPNIV,1.0
BEPMAM,BEPPAP,1.0
BEPNIV,BEPNUH,1.0
BEPNIV,BEPPAP,1.0
BEPPIY,COMFIU,0.9998192191123962
BEPPIY,CAVYUW,0.9994840025901794
BEPREV,BEPROF,1.0
BEPREV,BEPREV02,1.0
BEPREV02,BEPROF,1.0
BEPREV02,DIQHAO,0.9997506737709045
BEPROF,DIQHAO,0.9997506737709045
BETDEL,BETDOV,0.999916136264801
BETDEL,BETDUB,0.9996340870857239
BETDOV,BETFAJ,0.9996404051780701
BETDUB,CUWYAW,0.9999999403953552
BETDUB,BETFAJ,0.9996544122695923
BETGEO,BETGIS,1.0
BETGEO,BETGOY,0.9997506737709045
BETGEO,BETGUE,0.9997506737709045
BETGOY,BETGUE,0.9999999403953552
BETHUE,DAYYIN,0.9996275901794434
BETRUQ,BIKMAL,0.9972895383834839
BETRUQ,BIKMAL01,0.9972895383834839
BEWSOO,BEWSUU,1.0
BEXRUT,BEXSEE,0.9997506737709045
BEXRUT,BEXSII,0.9999494552612305
BEZSEG,BEZSEG01,0.9999999403953552
BEZSEG,DIJWID,0.9999999403953552
BEZSEG01,DIJWID,0.9999999403953552
BIFJUX,BIFKAE,1.0
BIFKAE,DICJUW,0.9978838562965393
BIFSUF,DEHHEG,1.0
BIFSUF,DELTAQ,1.0
BIFSUF,DELTAQ02,1.0
BIFSUF,DELTAQ03,1.0
BIHVIA,BUSTAM,0.9964245557785034
BIKMAL,BIKMAL01,0.9999999403953552
BIKMOA,BIKMUG,1.0
BIKMOA,BIKNAN,1.0
BIKMOA,BIKNER,1.0
BIKMOA,BIKNIV,1.0
BIKNAN,BIKNER,1.0
BIKNAN,BIKNIV,1.0
BINRUN,BINSAU,0.9974996447563171
BIPXIK,BOWDIC,0.9999999403953552
BIQNUN,BIQPAV,0.9999855160713196
BIQNUN,BIQPOJ,0.9997872710227966
BIQNUN,BIQPID,0.9997713565826416
BIQPID,BIQPOJ,0.9998902082443237
BIRBIQ,BIRBOW,0.9998192191123962
BIRBIQ,BIRCAJ,0.9994805455207825
BIRBOW,BIRCAJ,0.9992827773094177
BIRBUC,BIRCAJ,0.999916136264801
BIRGAM,CEKYIC,1.0
BOBTIW,BOBTUI,1.0
BOBTUI,BOGXIF02,1.0
BOBTUI,BOGXOL,1.0
BODPAN,DIHVIB,1.0
BOFJIQ,DIJCOP01,0.9974996447563171
BOHJUF,BOHXIH,1.0
BOHYUT,BOHZAA,0.9987545013427734
BOJLOC,BOJLOC01,1.0
BOJYIK,BOJYIK01,1.0
BOKQEZ,CIFHIK,1.0
BOKQEZ,CIFHOQ,1.0
BOLHAM,BOLHOA,0.9996404051780701
BOLHOA,DALVIY,1.0
BOLHOA,DALVEU,0.999916136264801
BOLPAU,CANROA,0.9977757334709167
BOPWIO,DAHWAM,0.9994840025901794
BORNEC,BORNIG,0.9993817806243896
BOWDIC,CEYPUT01,0.9999999403953552
BOWDIC,CIJBEE,0.9999999403953552
BOWDIC,DARYIF,0.9977757334709167
BOXFAW,BUFNOG,1.0
BOXFAW,BUFNEW,1.0
BUCXUT,CUGYUA,0.9944032430648804
BUCXUT,DIKBAB01,1.0
BUGSEC,BUGSOM,0.9998192191123962
BUHFER,DITYEM02,1.0
BUKLOJ,CUZBUW,0.9999999403953552
BUKLOJ01,CUZBUW,0.9999999403953552
BUKMUQ,BUKMUQ01,1.0
BUKTEI,BUKTIM,1.0
BUKTEI,BUKTOS,1.0
BUNKUS,BUNLAZ,1.0
BUPJUS,CUSBUP,0.7126973867416382
BUPJUS,BUPKED,1.0
BUSMUY,BUVYIB01,0.9996292591094971
BUSSEP,BUSSIT,0.9999999403953552
BUSSIT,BUSTAM,0.9977362751960754
BUVTOD,BUVVIZ,0.9991112351417542
BUVVEV,BUVVIZ,0.9998192191123962
BUVWOF02,BUVYIB01,1.0
BUVWOF02,BUVWOF03,1.0
BUVWOF02,BUVXOG,1.0
BUVWOF03,BUVYIB01,1.0
BUVWOF03,BUVXOG,1.0
BUVXOG,BUVYIB01,1.0
CABQEB,CIQYUX,0.9999999403953552
CABQEB,DAYMAS,0.9977757334709167
CAFORM,CAFORM13,1.0
CAGSAG,CIFDUS,0.9974996447563171
CAHMAZ,DECDUN,0.9973565340042114
CAHMON01,CAHMON03,1.0
CAHMON01,CAHMON02,1.0
CAHMON02,CAHMON03,1.0
CAJHUS02,CAJHUS04,1.0
CALOXM15,CALOXM16,1.0
CAQCAZ,CEMJOV,0.9999999403953552
CAQHEK,CAQVOI,1.0
CAQHOU,CAQVOI,1.0
CAQJOW,CAQKAJ,0.9999999403953552
CARFOT,CARFUZ,0.9965804815292358
CATART04,CUGROM,1.0
CAVFEN,CAVFEN01,1.0
CAVFEN,CAVFIR,1.0
CAVMIW,CAYSOL,1.0
CAVSOJ,CAVTAW,1.0
CAVYUW,DIVMUR,0.9999855160713196
CAVYUW,COMFIU,0.9995371103286743
CAWVIH,CENQAP,1.0
CAWVIH,DADLOM,0.9974996447563171
CAWVIH,DADLEC,0.9974996447563171
CAXWAB,COKNOH,1.0
CAXWAB,COKMEW,1.0
CAXWAB,COKNOH01,1.0
CAYDOX04,CAYFAL,1.0
CAYDOX04,CAYGIU,1.0
CAYDOX04,CAYDOX05,1.0
CAYDOX05,CAYGIU,1.0
CAYSOL,DALSER,1.0
CAZLEV,CAZLIZ,1.0
CDLGLU01,CDLGLU12,1.0
CDLGLU01,CDLGLU11,1.0
CDLGLU01,CDLGLU10,1.0
CDLGLU10,CDLGLU11,1.0
CECKON,COXHED,0.9999999403953552
CECKON,DAPGUW01,0.9997506737709045
CEDFIC,CEDFOI,1.0
CEDFIC,CEDFUO,1.0
CEDFOI,CEDFUO,1.0
CEDYER,CEDYER01,0.9999999403953552
CEHWIX,CEHWOD,1.0
CEHWOD,DEYNIG,0.9999494552612305
CEHZAR,CEHZAR01,1.0
CEJFOO,CURSEO,0.9996292591094971
CEJFUU,CURSEO,0.9989085793495178
CEPYII,DAKVOC,1.0
CEPYII,DAKVIW,0.9962353706359863
CERPOF,CUFDOX,0.9987406134605408
CESPEY,DENQIZ,0.9969467520713806
CESQUP,COGNAO,1.0
CESYEF,CEYPUT01,0.9971376657485962
CETFUD,DEKZOK,0.9964245557785034
CETHEQ,CUNFOH,1.0
CETHEQ,CUGYEK,0.9969467520713806
CEVVEF,DENFUA,1.0
CEWQAZ,CEWQED,1.0
CEXJUN,CEXJUN03,1.0
CEXJUN,CEXJUN02,1.0
CIBTIT,DEPXIG,1.0
CIFDOM,CIFDUS,1.0
CIFJAE,DAFHOJ,1.0
CIFJAE,DAFHEZ,0.9972895383834839
CIFMAH,DIBQOW,0.9999999403953552
CIFMAH,DIBQEM,0.9999999403953552
CIFMAH,DIBQIQ,0.9999999403953552
CIFSAO,CIFSIW,0.9999999403953552
CIFSAO,CIFSES,0.9999999403953552
CIFSES,CIFSIW,0.9999999403953552
CIGDUT,CIYZAM,1.0
CIGTUK,CIGVEW,0.9977757334709167
CIGTUK,CIGVAS,0.9977757334709167
CIGVAS,CIGVEW,1.0
CIJBAB,CIJBIJ,0.9985291957855225
CIPMOF,CIPMUL,0.9994805455207825
CISMAT,CISMAT01,1.0
CISMAU,CISMEY,0.9962353706359863
CITLOJ,CITMIE,0.9983029365539551
CITZIP,DIXKOL,0.9999999403953552
CIYZAM,CIYZEQ,0.9999803900718689
CIZQUZ,DITXOU,1.0
COCMOY,COCNAL,0.9970499873161316
CODKOX,CODKOX01,1.0
CODKOX,CODQUJ,0.9996404051780701
CODKOX,CODSAR,0.9992827773094177
CODKOX01,CODQUJ,0.9996404051780701
CODKOX01,CODSAR,0.9992827773094177
CODQUJ,CODSAR,0.9990724921226501
COFORM,DADTUY05,0.9999999403953552
COFORM,DEFNIO,0.9999999403953552
COFORM,DADTUY01,0.9999999403953552
COKJIX,DIBZEU,0.999916136264801
COKJIX,COKJOD,0.9996404051780701
COKJOD,DIBZEU,0.9995414018630981
COKMEW,COKNOH01,1.0
COKMIA,COKPOJ,0.9999999403953552
COKMIA,COKQEA,0.9999999403953552
COKMOG,COKNIB02,1.0
COKMOG,COKQAW,1.0
COKMOG,COKNIB,1.0
COKNIB,COKQAW,1.0
COKNOH01,COKPUP,0.9982883334159851
COKNUN,COKNUN01,1.0
COKROL,DAJVES,0.9809048175811768
COMFIU,DIVMUR,0.9994291663169861
COMHOC,COMHUI,1.0
COMHOC,CUGYOU,0.9969467520713806
COQTEJ,CUNWEO,0.549171507358551
CORZIU,CUKBEQ,0.9987406134605408
COWMAD,COWMIL,0.9999803900718689
COWRAJ,COWROX,0.9999999403953552
COWRAJ,COWREN,0.9999999403953552
COWRUC,COWSAJ,1.0
COXDAW,COXDIE,1.0
COXFOL,DAFHEZ,0.9999999403953552
COXHED,DAPGUW01,0.9997506737709045
COXHIH,DAPGUW01,1.0
COYTOA,COYVAO,0.9995414018630981
COYTUG,COYVAO01,0.9995911717414856
COYTUG,COYVAO,0.9995911717414856
COYVAO,COYVAO01,1.0
CUCITD,CUCITD01,1.0
CUCITD01,CUCITD03,1.0
CUFDOX,CUFFUF,0.9999999403953552
CUFORD,CUFORD01,1.0
CUFORD,CUFORM04,1.0
CUFORD01,CUFORM04,1.0
CUGLIB,CUGYIO,1.0
CUGQUR,CUGSIH,0.9991083145141602
CUGQUR,CUGSUT,0.9991083145141602
CUGSIH,CUGSUT,1.0
CUGYEK,CUNFOH,0.9969467520713806
CUKXAJ,DAHMIJ,1.0
CUMDIY,CUMDOE,0.9987369775772095
CUPLOP,DIFZUP,0.9999999403953552
CUPLOP,CUPMEG,0.9997506737709045
CUPLOP,CUPLUV,0.9996292591094971
CUPLOP,CUPMAC,0.9972895383834839
CUPLUV,DIFZUP,0.9996292591094971
CUPLUV,CUPMAC,0.9989085793495178
CUPLUV,CUPMEG,0.9988105893135071
CUPMAC,DIFZUP,0.9972895383834839
CUPMEG,DIFZUP,0.9997506737709045
CUSYIA,CUSZEX,1.0
CUSYIA,CUTMAH,1.0
CUSYOG,CUSZEX,1.0
CUSYOG,CUTMAH,1.0
CUSYOG,CUSZAT,1.0
CUSYOG,CUSZIB,1.0
CUSYOG,CUXLEO,1.0
CUSZAT,CUSZEX,1.0
CUSZAT,CUTMAH,1.0
CUSZAT,CUSZIB,1.0
CUSZAT,CUXLEO,1.0
CUSZEX,CUTMAH,1.0
CUSZIB,CUTMAH,1.0
CUTBEA,CUTBIE,0.9987545013427734
CUTMAH,CUXLEO,1.0
CUVHEH,CUVHIL01,0.9999999403953552
CUVHEH,CUVHIL02,0.9999999403953552
CUXPOB,CUXQIW,1.0
CUXPOB,CUXQAO,0.9998192191123962
CUXPOB,DAMYOI,0.999731719493866
CUXQAO,CUXQIW,0.9998192191123962
CUXQIW,DAMYOI,0.999731719493866
DABMEB,DALVAQ,1.0
DADLEC,DADLOM,1.0
DADTOS02,DADTOS03,1.0
DADTOS02,DADTOS07,1.0
DADTOS02,DADTOS05,1.0
DADTOS02,DADTOS06,1.0
DADTOS02,DADTOS10,1.0
DADTOS02,DADTOS11,1.0
DADTOS03,DADTOS07,1.0
DADTOS05,DADTOS07,1.0
DADTOS06,DADTOS07,1.0
DADTOS06,DADTOS10,1.0
DADTOS06,DADTOS11,1.0
DADTUY,DEFNIO,0.9999999403953552
DADTUY,DADTUY06,0.9999999403953552
DADTUY01,DEFNIO,0.9999999403953552
DADTUY01,DADTUY06,0.9999999403953552
DADTUY01,DADTUY08,0.9999999403953552
DADTUY06,DEFNIO,0.9999999403953552
DADTUY08,DEFNIO,0.9999999403953552
DADVAG,DADVAG05,1.0
DADVAG01,DADVAG05,1.0
DADVAG04,DADVAG05,1.0
DAFHEZ,DAFHOJ,0.9972895383834839
DAGDEV,DAGDIZ,0.9970499873161316
DALRAK,DEKPAL,0.9990034103393555
DALRAK,DEKPEP,0.9990034103393555
DALVEU,DALVIY,0.999916136264801
DAQRET,DAQRET01,0.9999999403953552
DARDOR,DARFAF,0.999916136264801
DARDOR,DARFEJ,0.9998704195022583
DARFAF,DARFEJ,0.9999803900718689
DARFAF,DARFIN,0.9999352693557739
DARFEJ,DARFIN,0.9999855160713196
DARYIF,DIWFAT,0.9974996447563171
DAWWIJ,DAWWUV,0.9970499873161316
DAXNIA,DEPJIR01,1.0
DAXNIA,DAXNIA04,1.0
DAXNIA04,DEPJIR01,1.0
DEBNUU,DEFKUU,0.9978308081626892
DEFTAL,DEFTAL01,0.9999999403953552
DEGMAG,DEGMAG01,0.9999999403953552
DEHHEG,DELTAQ02,1.0
DEHHEG,DELTAQ,1.0
DEHHEG,DELTAQ03,1.0
DEHHOQ,DELTAQ02,0.9974996447563171
DEHHOQ,DELTAQ,0.9974996447563171
DEHHOQ,DELTAQ03,0.9974996447563171
DEKPAL,DEKPEP,1.0
DEKZIE,DEKZOK,1.0
DELTAQ,DELTAQ02,1.0
DELTAQ,DELTAQ03,1.0
DIBQEM,DIBQIQ,0.9999999403953552
DIBQEM,DIBQOW,0.9999999403953552
DIDBAV,DIDBEZ,0.9999999403953552
DIJCOP,DIJCOP01,1.0
DINQUM,DINTID,1.0
DINYEG,DIXBET,0.9978553056716919
DINYEG,DIXBET01,0.9978553056716919
DIQHAO,DIQHAO01,0.9999999403953552
DITGUL,DITRIK,1.0
DITGUL,DITSAD,1.0
DITHEW,DITJOI,1.0
DITHEW,DITHEW01,1.0
DITHEW01,DITJOI,1.0
DITPON,DITPUT,0.9972895383834839
DITRIK,DITSAD,1.0
DIWMON,DIWMUT,0.9966550469398499
DIXBET,DIXBET01,1.0
